agricultureStructureIndicator,asOfDate,basementEnclosureCrawlspaceType,policyCount,crsClassificationCode,dateOfLoss,elevatedBuildingIndicator,elevationCertificateIndicator,elevationDifference,baseFloodElevation,ratedFloodZone,houseWorship,locationOfContents,lowestAdjacentGrade,lowestFloorElevation,numberOfFloorsInTheInsuredBuilding,nonProfitIndicator,obstructionType,occupancyType,originalConstructionDate,originalNBDate,amountPaidOnBuildingClaim,amountPaidOnContentsClaim,amountPaidOnIncreasedCostOfComplianceClaim,postFIRMConstructionIndicator,rateMethod,smallBusinessIndicatorBuilding,totalBuildingInsuranceCoverage,totalContentsInsuranceCoverage,yearOfLoss,primaryResidenceIndicator,buildingDamageAmount,buildingDeductibleCode,netBuildingPaymentAmount,buildingPropertyValue,causeOfDamage,condominiumCoverageTypeCode,contentsDamageAmount,contentsDeductibleCode,netContentsPaymentAmount,contentsPropertyValue,disasterAssistanceCoverageRequired,eventDesignationNumber,ficoNumber,floodCharacteristicsIndicator,floodWaterDuration,floodproofedIndicator,floodEvent,iccCoverage,netIccPaymentAmount,nfipRatedCommunityNumber,nfipCommunityNumberCurrent,nfipCommunityName,nonPaymentReasonContents,nonPaymentReasonBuilding,numberOfUnits,buildingReplacementCost,contentsReplacementCost,replacementCostBasis,stateOwnedIndicator,waterDepth,floodZoneCurrent,buildingDescriptionCode,rentalPropertyIndicator,state,reportedCity,reportedZipCode,countyCode,censusTract,censusBlockGroupFips,latitude,longitude,id
TRUE,2020-01-22T16:55:53.194Z,-1,1,8,2005-08-29T00:00:00.000Z,TRUE,NA,7,12.7,VE,TRUE,-1,9.4,19.7,2,TRUE,10,1,2000-01-02T00:00:00.000Z,2001-04-04T00:00:00.000Z,1960.79,0,0,TRUE,4,TRUE,250000,100000,2005,TRUE,2961,1,1960.79,200000,1,N,0,1,0,0,0,NA,0,0,0,TRUE,NA,30000,0,125138,120082,PENSACOLA BEACH-SANTA ROSA ISLAND AUTHORITY,97,NA,1,250000,0,A,TRUE,1,X,1,FALSE,FL,Currently Unavailable,32503,12033,12033002500,120330025001,30.3,-87.1,d9103fa1-ecf8-423b-9e7d-2509894acaa3
TRUE,2020-01-22T16:55:53.194Z,1,1,-1,2008-09-14T00:00:00.000Z,TRUE,NA,-1,NA,X,TRUE,-1,NA,NA,2,TRUE,0,1,1969-01-01T00:00:00.000Z,2007-08-15T00:00:00.000Z,2775.55,280.05,0,TRUE,7,TRUE,20000,8000,2008,TRUE,3276,0,2775.55,112257,4,N,780,0,280.05,0,0,NA,666,0,0,TRUE,Hurricane Ike,30000,0,170221,170221,"WHEATON, CITY OF",NA,NA,1,163457,0,A,TRUE,1,X,1,FALSE,IL,Currently Unavailable,60187,17043,17043841801,170438418012,41.9,-88.1,6f3af8ce-a76d-453d-b639-0c70beac2515
TRUE,2019-09-19T13:45:58.425Z,-1,1,9,1995-10-05T00:00:00.000Z,TRUE,NA,-1,NA,AE,TRUE,-1,NA,NA,1,TRUE,0,1,1954-07-01T00:00:00.000Z,1986-06-16T00:00:00.000Z,839.25,0,0,TRUE,1,TRUE,62900,13200,1995,TRUE,1830,9,839.25,62900,1,N,0,9,0,0,0,NA,586,0,0,TRUE,Hurricane Opal,0,0,125138,NA,PENSACOLA BEACH-SANTA ROSA ISLAND AUTHORITY,97,NA,1,0,0,A,TRUE,0,NA,0,FALSE,FL,Currently Unavailable,32561,12033,12033002500,120330025003,30.3,-87.1,c5025e7c-c2a5-4b33-af93-00cf1b39ee50
TRUE,2020-01-22T16:55:53.194Z,-1,1,8,2004-09-15T00:00:00.000Z,TRUE,NA,-1,NA,AE,TRUE,-1,NA,NA,1,TRUE,0,1,1954-07-01T00:00:00.000Z,1986-06-16T00:00:00.000Z,42197.63,17695.67,0,TRUE,1,TRUE,118800,59100,2004,TRUE,43197,1,42197.63,95040,1,N,18695,1,17695.67,0,0,NA,643,0,0,TRUE,Hurricane Ivan,30000,0,125138,NA,PENSACOLA BEACH-SANTA ROSA ISLAND AUTHORITY,NA,NA,1,118800,0,A,TRUE,0,NA,0,FALSE,FL,Currently Unavailable,32561,12033,12033002500,120330025003,30.3,-87.1,60fc0a47-62c1-466e-8d61-384a81b35049
TRUE,2020-01-22T16:55:53.194Z,-1,1,8,2004-09-15T00:00:00.000Z,TRUE,NA,3,4,AE,TRUE,-1,NA,6.7,1,TRUE,0,1,1990-01-01T00:00:00.000Z,1991-01-28T00:00:00.000Z,5000,0,0,TRUE,1,TRUE,250000,67000,2004,TRUE,5500,0,5000,200000,1,N,0,0,0,0,0,NA,643,0,0,TRUE,Hurricane Ivan,30000,0,120080,NA,ESCAMBIA COUNTY*,08,NA,1,250000,0,A,TRUE,0,NA,1,FALSE,FL,Currently Unavailable,32507,12033,12033002604,120330026041,30.3,-87.4,a9e0fef0-e470-4fb7-847c-4da49f0a7bd6
TRUE,2019-09-19T13:45:58.425Z,-1,1,9,1995-10-17T00:00:00.000Z,TRUE,NA,-1,NA,X,TRUE,-1,NA,NA,1,TRUE,0,1,1979-07-01T00:00:00.000Z,1990-03-27T00:00:00.000Z,33560.72,23226.46,0,TRUE,7,TRUE,100000,25000,1995,TRUE,39248,0,33560.72,100000,1,N,29815,0,23226.46,0,0,NA,0,0,0,TRUE,NA,0,0,120161,NA,MARTIN COUNTY *,NA,NA,1,0,0,A,TRUE,0,NA,1,FALSE,FL,Currently Unavailable,33469,12085,12085001601,120850016013,27,-80.1,dbdb3604-9559-45fe-bc02-8a902401a906
TRUE,2020-01-22T16:55:53.194Z,-1,1,-1,2000-05-02T00:00:00.000Z,TRUE,NA,-1,NA,X,TRUE,-1,NA,NA,2,TRUE,10,1,1972-01-01T00:00:00.000Z,1999-06-11T00:00:00.000Z,186.5,0,0,TRUE,7,TRUE,150000,38000,2000,TRUE,686,0,186.5,135000,1,N,0,0,0,0,0,NA,0,0,0,TRUE,NA,15000,0,480287,NA,HARRIS COUNTY*,97,NA,1,150000,0,A,TRUE,0,NA,0,FALSE,TX,Currently Unavailable,77066,48201,48201551200,482015512004,30,-95.5,e123180f-e59e-46d4-a454-ec10ddcaa15f
TRUE,2019-09-19T17:00:12.388Z,-1,1,-1,1989-09-22T00:00:00.000Z,TRUE,NA,-1,NA,VE,TRUE,-1,NA,NA,1,TRUE,0,1,1965-07-01T00:00:00.000Z,1985-09-01T00:00:00.000Z,2697.48,0,0,TRUE,1,TRUE,64900,18600,1989,TRUE,3198,0,2697.48,70200,1,N,0,0,0,0,0,NA,892,0,0,TRUE,Hurricane Hugo,0,0,375352,NA,"HOLDEN BEACH, TOWN OF",NA,NA,0,0,0,A,TRUE,1,NA,1,FALSE,NC,Currently Unavailable,28462,37019,37019020402,370190204022,33.9,-78.3,10378a42-58e0-4504-a608-9deb0caded65
TRUE,2019-09-19T13:45:58.425Z,-1,1,9,1993-03-13T00:00:00.000Z,TRUE,NA,-1,NA,VE,TRUE,-1,NA,NA,1,TRUE,0,1,1965-07-01T00:00:00.000Z,1985-09-01T00:00:00.000Z,2101,0,0,TRUE,1,TRUE,86400,21500,1993,TRUE,3060,0,2101,86400,1,N,0,0,0,0,0,NA,0,0,0,TRUE,NA,0,0,375352,NA,"HOLDEN BEACH, TOWN OF",97,NA,0,0,0,A,TRUE,0,NA,1,FALSE,NC,Currently Unavailable,28462,37019,37019020402,370190204022,33.9,-78.3,b2e663c1-53b8-41fa-ad8b-dcf3b45e2281
TRUE,2020-01-22T16:55:53.194Z,-1,1,8,1999-09-16T00:00:00.000Z,TRUE,NA,-1,NA,VE,TRUE,-1,NA,NA,1,TRUE,0,1,1965-07-01T00:00:00.000Z,1985-09-01T00:00:00.000Z,4681.16,0,0,TRUE,1,TRUE,139200,27400,1999,TRUE,6272,9,4681.16,139200,1,N,0,9,0,0,0,NA,626,0,0,TRUE,Hurricane Floyd,15000,0,375352,NA,"HOLDEN BEACH, TOWN OF",97,NA,0,139200,0,A,TRUE,0,NA,1,FALSE,NC,Currently Unavailable,28462,37019,37019020402,370190204022,33.9,-78.3,1dc107e7-f319-4ef3-94c2-00d04c0dd1e6
TRUE,2020-01-22T16:55:53.194Z,2,1,-1,2003-09-18T00:00:00.000Z,TRUE,NA,-1,NA,X,TRUE,-1,NA,NA,2,TRUE,0,1,1974-07-01T00:00:00.000Z,1985-04-14T00:00:00.000Z,1871.59,0,0,TRUE,1,TRUE,68200,14100,2003,TRUE,2371,0,1871.59,185133,1,N,0,0,0,0,0,NA,640,0,0,TRUE,Hurricane Isabel,20000,0,510096,NA,MATHEWS COUNTY*,97,NA,0,228560,0,A,TRUE,0,NA,1,FALSE,VA,Currently Unavailable,23076,51115,51115951300,511159513002,37.5,-76.3,86a7135d-6049-4d85-b5c3-12fddaeedf0a
TRUE,2023-05-02T22:12:33.846Z,-1,1,6,2014-04-29T00:00:00.000Z,TRUE,NA,-1,NA,X,TRUE,3,NA,NA,1,TRUE,0,2,1970-01-01T00:00:00.000Z,2007-06-03T00:00:00.000Z,58276.41,2500,0,TRUE,7,TRUE,75000,30000,2014,TRUE,59276,1,58276.41,71124,4,N,3500,1,2500,0,0,NA,321,0,0,TRUE,Mid-spring storms,30000,0,120174,120174,"FORT WALTON BEACH, CITY OF",NA,NA,2,163641,0,A,TRUE,1,X,0,FALSE,FL,Currently Unavailable,32548,12091,12091022600,120910226002,30.4,-86.6,5b3ebefb-5f9f-4dc3-a1be-a11ccd5ca08d
TRUE,2020-01-22T16:55:53.194Z,-1,1,7,2004-09-16T00:00:00.000Z,TRUE,NA,-1,NA,AE,TRUE,-1,NA,NA,1,TRUE,0,1,1973-07-01T00:00:00.000Z,1985-07-12T00:00:00.000Z,106400,26900,0,TRUE,1,TRUE,115000,60000,2004,TRUE,107400,1,106400,107400,1,N,32465,1,26900,0,0,NA,643,0,0,TRUE,Hurricane Ivan,30000,0,120274,NA,SANTA ROSA COUNTY *,NA,NA,1,107400,0,A,TRUE,0,NA,1,FALSE,FL,Currently Unavailable,32583,12113,12113010809,121130108092,30.6,-87,8135b975-952d-47a8-a2eb-be61644db0cf
TRUE,2019-10-19T03:42:08.849Z,-1,1,9,1996-02-11T00:00:00.000Z,TRUE,NA,0,13,AE,TRUE,-1,NA,13,1,TRUE,0,1,1990-01-01T00:00:00.000Z,1991-10-14T00:00:00.000Z,50526.17,0,0,TRUE,1,TRUE,100000,5000,1996,TRUE,55414,9,50526.17,90000,1,N,0,9,0,0,0,NA,0,0,0,TRUE,NA,0,0,130030,NA,CHATHAM COUNTY*,NA,NA,1,0,0,A,TRUE,0,NA,1,FALSE,GA,Currently Unavailable,31411,13051,13051011006,130510110062,32,-81,9766748c-b579-4f9e-a28d-d32632466e54
TRUE,2020-01-22T16:55:53.194Z,2,1,9,2008-09-13T00:00:00.000Z,TRUE,NA,-1,NA,AE,TRUE,-1,NA,NA,2,TRUE,54,1,1984-01-01T00:00:00.000Z,2006-06-16T00:00:00.000Z,0,1481.62,0,TRUE,1,TRUE,134000,15000,2008,TRUE,300,1,0,107640,1,N,2482,1,1481.62,0,0,NA,667,0,0,TRUE,Hurricane Ike,30000,0,220113,NA,LIVINGSTON PARISH*,NA,01,1,134550,0,A,TRUE,-3,NA,1,FALSE,LA,Currently Unavailable,70462,22063,22063040901,220630409013,30.4,-90.6,40d86025-7585-43c0-bc55-3829acf3414e
TRUE,2020-01-22T16:55:53.194Z,2,1,9,2011-09-03T00:00:00.000Z,TRUE,NA,-1,NA,AE,TRUE,-1,NA,NA,2,TRUE,54,1,1984-01-01T00:00:00.000Z,2006-06-16T00:00:00.000Z,7317.75,580.01,0,TRUE,1,TRUE,134000,15000,2011,TRUE,7141,1,7317.75,62311,4,N,1580,1,580.01,0,0,NA,0,0,0,TRUE,NA,30000,0,220113,NA,LIVINGSTON PARISH*,NA,NA,1,134538,0,R,TRUE,3,NA,1,FALSE,LA,Currently Unavailable,70462,22063,22063040901,220630409013,30.4,-90.6,cd7649a2-2d18-4b8a-b000-67a2c6f8704f
TRUE,2019-09-19T06:12:43.388Z,-1,1,-1,1996-10-22T00:00:00.000Z,TRUE,NA,-1,NA,AE,TRUE,-1,NA,NA,1,TRUE,10,1,1955-01-01T00:00:00.000Z,1992-08-06T00:00:00.000Z,NA,NA,NA,TRUE,1,TRUE,56400,2200,1996,TRUE,182,9,0,510,1,N,0,9,0,0,0,NA,0,0,0,TRUE,NA,0,0,330132,NA,"HAMPTON, TOWN OF",97,01,1,0,0,A,TRUE,0,NA,0,FALSE,NH,Currently Unavailable,03842,33015,33015065005,330150650052,42.9,-70.8,f8cdd54f-4858-4559-bef8-3e10f7dd4958
TRUE,2020-01-22T16:55:53.194Z,2,1,9,2003-09-18T00:00:00.000Z,TRUE,NA,-1,NA,AE,TRUE,-1,NA,NA,2,TRUE,50,1,1973-07-01T00:00:00.000Z,1988-02-15T00:00:00.000Z,7674.48,0,0,TRUE,1,TRUE,31500,0,2003,TRUE,8674,1,7674.48,31080,1,N,0,0,0,0,0,NA,640,0,0,TRUE,Hurricane Isabel,20000,0,510071,NA,GLOUCESTER COUNTY*,NA,NA,0,38850,0,A,TRUE,0,NA,0,FALSE,VA,Currently Unavailable,23178,51073,51073100203,510731002032,37.4,-76.4,7f9503d2-2b43-427f-91e7-926694d292a0
TRUE,2020-01-22T16:55:53.194Z,-1,1,9,2003-09-18T00:00:00.000Z,TRUE,NA,-1,NA,AE,TRUE,-1,NA,NA,1,TRUE,10,1,1935-01-01T00:00:00.000Z,1995-05-15T00:00:00.000Z,9896.28,0,0,TRUE,1,TRUE,91900,0,2003,TRUE,10896,1,9896.28,98498,1,N,0,0,0,0,0,NA,640,0,0,TRUE,Hurricane Isabel,30000,0,510071,NA,GLOUCESTER COUNTY*,NA,NA,1,111930,0,A,TRUE,0,NA,0,FALSE,VA,Currently Unavailable,23061,51073,51073100203,510731002032,37.4,-76.4,91aeaa34-0054-441c-8eaf-be491fc9a820
TRUE,2019-09-19T17:00:12.388Z,-1,1,-1,1993-03-13T00:00:00.000Z,TRUE,NA,-1,NA,AE,TRUE,-1,NA,NA,2,TRUE,0,1,1979-04-01T00:00:00.000Z,1986-07-14T00:00:00.000Z,6464.51,0,0,TRUE,1,TRUE,42400,0,1993,TRUE,6964,0,6464.51,42400,1,N,0,0,0,0,0,NA,950,0,0,TRUE,Blizzard of 1993,0,0,120340,NA,"CRYSTAL RIVER, CITY OF",NA,NA,1,0,0,A,TRUE,0,NA,1,FALSE,FL,Currently Unavailable,34428,12017,12017450500,120174505002,28.9,-82.6,6e0191b5-5892-472d-b9da-1ab64a309e30
TRUE,2019-10-19T03:42:08.849Z,-1,1,-1,1996-10-08T00:00:00.000Z,TRUE,NA,-1,NA,AE,TRUE,-1,NA,NA,2,TRUE,0,1,1979-04-01T00:00:00.000Z,1986-07-14T00:00:00.000Z,NA,NA,NA,TRUE,1,TRUE,133100,34800,1996,TRUE,299,9,0,1110,1,N,200,9,0,0,0,NA,595,0,0,TRUE,Hurricane Josephine,0,0,120340,NA,"CRYSTAL RIVER, CITY OF",01,01,1,0,0,A,TRUE,0,NA,1,FALSE,FL,Currently Unavailable,34428,12017,12017450500,120174505002,28.9,-82.6,dc828ec7-dcf7-4eff-8475-74f8d790e3b3
TRUE,2020-01-22T16:55:53.194Z,-1,1,-1,1998-02-06T00:00:00.000Z,TRUE,NA,-1,NA,X,TRUE,-1,NA,NA,3,TRUE,10,1,1985-01-01T00:00:00.000Z,1997-11-15T00:00:00.000Z,3748.89,6816,0,TRUE,1,TRUE,20000,30000,1998,TRUE,4248,0,3748.89,18200,2,N,7316,0,6816,0,0,NA,612,0,0,TRUE,Pineapple Express - Southern,15000,0,060295,NA,"SAN DIEGO, CITY OF",NA,NA,1,20000,0,A,TRUE,0,NA,0,FALSE,CA,Currently Unavailable,92038,06073,06073008200,060730082001,32.8,-117.3,a4f74812-4c42-4006-a7c8-f056e31900df
TRUE,2020-01-22T16:55:53.194Z,-1,1,8,2004-09-16T00:00:00.000Z,TRUE,NA,-1,NA,AE,TRUE,-1,NA,NA,1,TRUE,0,1,1974-07-01T00:00:00.000Z,1985-08-13T00:00:00.000Z,38998.1,26500,0,TRUE,1,TRUE,160900,26500,2004,TRUE,80834,1,38998.1,124160,1,N,27597,1,26500,0,0,NA,642,0,0,TRUE,Hurricane Ivan,30000,0,010418,NA,"DAUPHIN ISLAND, TOWN OF",NA,NA,0,155200,0,A,TRUE,0,NA,1,FALSE,AL,Currently Unavailable,36528,01097,01097007202,010970072023,30.3,-88.1,5cba06c0-dab8-49a1-94b6-8241be9ea62d
TRUE,2020-01-22T16:55:53.194Z,-1,1,8,2005-08-29T00:00:00.000Z,TRUE,NA,-1,NA,AE,TRUE,-1,NA,NA,1,TRUE,0,1,1974-07-01T00:00:00.000Z,1985-08-13T00:00:00.000Z,86630.6,12789.69,0,TRUE,1,TRUE,177000,27800,2005,TRUE,87631,1,86630.6,175230,1,N,13790,1,12789.69,0,0,NA,655,0,0,TRUE,Hurricane Katrina,30000,0,010418,NA,"DAUPHIN ISLAND, TOWN OF",NA,NA,0,177000,0,A,TRUE,4,NA,1,FALSE,AL,Currently Unavailable,36528,01097,01097007202,010970072023,30.3,-88.1,c9883b17-cca2-4bb5-af87-4c044884adf6
TRUE,2020-01-22T16:55:53.194Z,-1,1,5,2017-08-28T00:00:00.000Z,TRUE,NA,-1,NA,X,TRUE,-1,NA,NA,1,TRUE,0,1,1962-09-01T00:00:00.000Z,2002-06-01T00:00:00.000Z,231888.28,65814.56,0,TRUE,1,TRUE,250000,100000,2017,TRUE,207463,F,231888.28,595675,2,N,67065,F,65814.56,100000,0,NA,682,0,0,TRUE,Hurricane Harvey,30000,0,480296,480296,"HOUSTON, CITY OF",NA,NA,1,826366,0,R,TRUE,1,AE,1,FALSE,TX,Currently Unavailable,77096,48201,48201420700,482014207002,29.7,-95.5,e9649a5b-4aaf-4f79-add5-f5976c26892d
TRUE,2020-01-22T16:55:53.194Z,-1,1,8,2004-09-16T00:00:00.000Z,TRUE,NA,-1,NA,X,TRUE,-1,NA,NA,1,TRUE,10,1,1940-01-01T00:00:00.000Z,1998-07-01T00:00:00.000Z,75000,30000,5054,TRUE,7,TRUE,75000,30000,2004,TRUE,93914,0,75000,93914,1,N,32009,0,30000,0,0,NA,643,0,0,TRUE,Hurricane Ivan,30000,5054,120080,NA,ESCAMBIA COUNTY*,NA,NA,1,105500,0,A,TRUE,0,NA,0,FALSE,FL,Currently Unavailable,32507,12033,12033002300,120330023004,30.4,-87.3,9f859c34-3131-4cd1-82bc-2c3b2a706eea
TRUE,2020-01-22T16:55:53.194Z,-1,1,8,2004-09-16T00:00:00.000Z,TRUE,NA,-1,NA,X,TRUE,-1,NA,NA,1,TRUE,10,1,1974-01-01T00:00:00.000Z,1999-06-05T00:00:00.000Z,61364.56,16609.41,0,TRUE,7,TRUE,100000,40000,2004,TRUE,61964,0,61364.56,80000,1,N,17109,0,16609.41,0,0,NA,643,0,0,TRUE,Hurricane Ivan,30000,0,120082,NA,"PENSACOLA, CITY OF",NA,NA,1,100000,0,A,TRUE,0,NA,0,FALSE,FL,Currently Unavailable,32507,12033,12033002604,120330026041,30.3,-87.4,f3a18719-6d34-4ba5-9e1a-1d7095dd9a0c
TRUE,2020-01-22T16:55:53.194Z,-1,1,8,2001-09-14T00:00:00.000Z,TRUE,3,6,7,AE,TRUE,-1,4.9,12.6,1,TRUE,10,1,1985-01-01T00:00:00.000Z,1999-08-24T00:00:00.000Z,243.97,0,0,TRUE,1,TRUE,66000,0,2001,TRUE,743,0,243.97,52800,1,N,0,0,0,0,0,NA,161,0,0,TRUE,Torrential rain,20000,0,125155,NA,VOLUSIA COUNTY*,NA,NA,1,66000,0,A,TRUE,0,NA,0,FALSE,FL,Currently Unavailable,32190,12127,12127090102,121270901022,29.3,-81.5,61719597-2df0-4996-97ca-962d2a0e73fe
TRUE,2020-01-22T16:55:53.194Z,-1,1,8,2004-09-16T00:00:00.000Z,TRUE,NA,-1,NA,AE,TRUE,-1,NA,NA,2,TRUE,0,1,1959-01-01T00:00:00.000Z,2003-08-05T00:00:00.000Z,63986.38,20818.5,0,TRUE,1,TRUE,229900,67000,2004,TRUE,64986,1,63986.38,183920,1,N,21818,1,20818.5,0,0,NA,643,0,0,TRUE,Hurricane Ivan,30000,0,125138,NA,PENSACOLA BEACH-SANTA ROSA ISLAND AUTHORITY,NA,NA,1,229900,0,A,TRUE,0,NA,0,FALSE,FL,Currently Unavailable,32561,12033,12033002500,120330025003,30.3,-87.1,1a5556ed-7e3a-47e4-891b-737b7948b5dd
TRUE,2020-01-22T16:55:53.194Z,-1,1,8,2005-07-10T00:00:00.000Z,TRUE,NA,-1,NA,AE,TRUE,-1,NA,NA,2,TRUE,0,1,1959-01-01T00:00:00.000Z,2003-08-05T00:00:00.000Z,174031.52,25457.79,11300,TRUE,1,TRUE,229900,67000,2005,TRUE,175031,1,174031.52,227601,1,N,26458,1,25457.79,0,0,NA,649,0,0,TRUE,Hurricane Dennis,30000,11300,125138,NA,PENSACOLA BEACH-SANTA ROSA ISLAND AUTHORITY,NA,NA,1,229900,0,A,TRUE,5,NA,0,FALSE,FL,Currently Unavailable,32561,12033,12033002500,120330025003,30.3,-87.1,4245df85-fdb9-4516-9355-113fc772aa36
TRUE,2019-09-19T13:45:58.425Z,-1,1,10,1997-01-03T00:00:00.000Z,TRUE,NA,-1,NA,AE,TRUE,-1,NA,NA,1,TRUE,10,1,1952-01-01T00:00:00.000Z,1995-06-25T00:00:00.000Z,7386.23,0,0,TRUE,1,TRUE,13000,2500,1997,TRUE,9320,9,7386.23,13000,1,N,0,9,0,0,0,NA,602,0,0,TRUE,Flooding,0,0,060375,NA,SONOMA COUNTY *,97,NA,1,0,0,A,TRUE,0,NA,0,FALSE,CA,Currently Unavailable,95462,06097,06097153703,060971537032,38.5,-123,c3eb386c-0cc8-427d-9c46-43d2e95c5c92
TRUE,2020-01-22T16:55:53.194Z,-1,1,8,2008-09-12T00:00:00.000Z,TRUE,NA,3,11,AE,TRUE,-1,4,14.1,1,TRUE,10,1,1985-01-01T00:00:00.000Z,2007-08-23T00:00:00.000Z,1963.59,0,0,TRUE,1,TRUE,250000,12200,2008,TRUE,3964,2,1963.59,143420,1,N,0,2,0,0,0,NA,225,0,0,TRUE,Hurricane Ike,30000,0,015000,015000,BALDWIN COUNTY*,20,NA,1,179275,0,A,TRUE,0,AE,1,FALSE,AL,Currently Unavailable,36542,01003,01003011408,010030114081,30.2,-88,e21801d6-ca2b-4a5a-9938-dc651e054f0f
TRUE,2020-01-22T16:55:53.194Z,-1,1,-1,2008-09-12T00:00:00.000Z,TRUE,NA,-1,NA,AE,TRUE,-1,NA,NA,1,TRUE,10,1,1964-07-01T00:00:00.000Z,1987-12-03T00:00:00.000Z,129932.54,21069.72,0,TRUE,1,TRUE,250000,39100,2008,TRUE,130433,0,129932.54,135800,1,N,21570,0,21069.72,0,0,NA,668,0,0,TRUE,Hurricane Ike,30000,0,485510,NA,"SHOREACRES, CITY OF",NA,NA,0,169750,0,A,TRUE,2,NA,1,FALSE,TX,Currently Unavailable,77571,48201,48201341700,482013417002,29.6,-95,1510906d-0747-48ac-877a-11d7e9878cec
TRUE,2019-09-19T13:45:58.425Z,-1,1,-1,1988-11-23T00:00:00.000Z,TRUE,NA,0,8,AE,TRUE,-1,NA,7.9,1,TRUE,0,1,1976-03-01T00:00:00.000Z,1985-06-18T00:00:00.000Z,340,0,0,TRUE,1,TRUE,76500,11000,1988,TRUE,32000,0,340,32000,1,N,0,0,0,0,0,NA,547,0,0,TRUE,Flooding,0,0,125124,NA,LEE COUNTY*,NA,NA,1,0,0,A,TRUE,1,NA,1,FALSE,FL,Currently Unavailable,33905,12071,12071000402,120710004021,26.7,-81.8,854c7ed1-22fc-45b2-800d-ae49c1df21f1
TRUE,2019-09-19T13:45:58.425Z,-1,1,-1,1988-11-23T00:00:00.000Z,TRUE,NA,0,8,AE,TRUE,-1,NA,8,1,TRUE,0,1,1985-03-01T00:00:00.000Z,1987-05-16T00:00:00.000Z,2275.9,0,0,TRUE,1,TRUE,32000,0,1988,TRUE,2776,0,2275.9,32000,1,N,0,0,0,0,0,NA,547,0,0,TRUE,Flooding,0,0,125124,NA,LEE COUNTY*,NA,NA,1,0,0,A,TRUE,1,NA,1,FALSE,FL,Currently Unavailable,33905,12071,12071000402,120710004021,26.7,-81.8,3ffd8c28-3f06-46ac-95e7-517befb674f3
TRUE,2020-01-22T16:55:53.194Z,-1,1,9,2003-09-18T00:00:00.000Z,TRUE,NA,-1,NA,AE,TRUE,-1,NA,NA,2,TRUE,15,1,1974-07-01T00:00:00.000Z,1986-07-13T00:00:00.000Z,62984.61,14378,0,TRUE,1,TRUE,208900,66200,2003,TRUE,63484,0,62984.61,192188,1,N,14878,0,14378,0,0,NA,640,0,0,TRUE,Hurricane Isabel,30000,0,510183,NA,"POQUOSON, CITY OF",NA,NA,1,208900,0,R,TRUE,0,NA,1,FALSE,VA,Currently Unavailable,23662,51735,51735340100,517353401001,37.2,-76.4,786546d0-75cc-4d27-b9d4-cdad5740d818
TRUE,2020-01-22T16:55:53.194Z,-1,1,9,2009-11-12T00:00:00.000Z,TRUE,NA,-1,NA,AE,TRUE,-1,NA,NA,2,TRUE,15,1,1974-07-01T00:00:00.000Z,1986-07-13T00:00:00.000Z,21557.34,2231.35,0,TRUE,1,TRUE,250000,84500,2009,TRUE,22057,0,21557.34,132366,1,N,2731,0,2231.35,0,0,NA,247,0,0,TRUE,Nor'easter,30000,0,510183,NA,"POQUOSON, CITY OF",NA,NA,1,143002,0,R,TRUE,2,NA,1,FALSE,VA,Currently Unavailable,23662,51735,51735340100,517353401001,37.2,-76.4,d866f22e-b33c-4fcc-8d0e-8f3bb39a2ce7
TRUE,2020-01-22T16:55:53.194Z,-1,1,9,2011-08-27T00:00:00.000Z,TRUE,NA,-1,NA,AE,TRUE,-1,NA,NA,2,TRUE,15,1,1974-07-01T00:00:00.000Z,1986-07-13T00:00:00.000Z,17057.26,2204.86,0,TRUE,1,TRUE,250000,88700,2011,TRUE,17522,1,17057.26,141669,1,N,3205,1,2204.86,0,0,NA,288,0,0,TRUE,Hurricane Irene,30000,0,510183,NA,"POQUOSON, CITY OF",NA,NA,1,224275,0,R,TRUE,0,NA,1,FALSE,VA,Currently Unavailable,23662,51735,51735340100,517353401001,37.2,-76.4,e3be267b-f3f9-4031-bf81-5b76c16f6732
TRUE,2019-09-19T13:45:58.425Z,-1,1,-1,1995-10-04T00:00:00.000Z,TRUE,NA,-1,NA,X,TRUE,-1,NA,NA,1,TRUE,10,1,1961-02-01T00:00:00.000Z,1989-10-24T00:00:00.000Z,40564.81,12000,0,TRUE,7,TRUE,50000,12000,1995,TRUE,45162,0,40564.81,50000,1,N,12500,0,12000,0,0,NA,586,0,0,TRUE,Hurricane Opal,0,0,120173,NA,OKALOOSA COUNTY *,NA,NA,1,0,0,A,TRUE,0,NA,0,FALSE,FL,Currently Unavailable,32548,12091,12091023200,120910232001,30.4,-86.6,c23fcff4-43f7-4205-8d64-501f74a9e544
TRUE,2019-09-19T13:45:58.425Z,-1,1,9,1993-03-13T00:00:00.000Z,TRUE,NA,-1,NA,AE,TRUE,-1,NA,NA,1,TRUE,0,1,1980-09-01T00:00:00.000Z,1984-12-15T00:00:00.000Z,10041.19,0,0,TRUE,1,TRUE,38500,0,1993,TRUE,10791,9,10041.19,38500,1,N,0,0,0,0,0,NA,950,0,0,TRUE,Blizzard of 1993,0,0,120230,NA,PASCO COUNTY *,NA,NA,0,0,0,R,TRUE,0,NA,1,FALSE,FL,Currently Unavailable,34652,12101,12101030302,121010303021,28.2,-82.7,0613a496-da29-4d6e-952b-bc03aefaeaa6
