disasterNumber,declarationDate,disasterName,incidentBeginDate,incidentEndDate,declarationType,stateCode,stateName,incidentType,entryDate,updateDate,closeoutDate,region,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,id,hash,lastRefresh
4734,2023-08-31T00:00:00.000Z,HURRICANE IDALIA,2023-08-27T00:00:00.000Z,2023-09-04T00:00:00.000Z,Major Disaster,FL,Florida                       ,Hurricane,2023-08-31T00:00:00.000Z,2023-10-02T00:00:00.000Z,,4,1,0,1,1,7039b9e8-8e40-411a-b3bd-ecb27b37d535,b2327cb14c124443d7e00b898be990718576195f,2023-10-02T22:21:25.390Z
4738,2023-09-07T00:00:00.000Z,HURRICANE IDALIA,2023-08-30T00:00:00.000Z,2023-08-30T00:00:00.000Z,Major Disaster,GA,Georgia                       ,Hurricane,2023-09-07T00:00:00.000Z,2023-10-02T00:00:00.000Z,,4,1,0,1,1,6f1316f1-788f-4763-9bc5-3c5d47e65f55,3b10fdf0c825cd0bc81e6f83955c85d9b32057e5,2023-10-02T22:41:25.957Z
4744,2023-10-06T00:00:00.000Z,SEVERE STORMS AND FLOODING,2023-08-03T00:00:00.000Z,2023-08-05T00:00:00.000Z,Major Disaster,VT,Vermont                       ,Flood,2023-10-06T00:00:00.000Z,2023-10-06T00:00:00.000Z,,1,0,0,1,1,f8a460e1-772c-4efe-91c3-bd7eed5df61e,314ca84418ff5016ef5c0fc7a1e32a6106b7e18b,2023-10-06T16:41:28.824Z
4745,2023-10-11T00:00:00.000Z,FLOODING,2023-06-01T00:00:00.000Z,2023-06-08T00:00:00.000Z,Major Disaster,MT,Montana                       ,Flood,2023-10-11T00:00:00.000Z,2023-10-11T00:00:00.000Z,,8,0,0,1,1,889564e8-549a-4123-88ba-a1d9b7b0261b,96fe8a62931b20e70e8a1779545c9467c66d29f8,2023-10-11T22:02:12.546Z
3404,2018-09-12T00:00:00.000Z,TROPICAL STORM OLIVIA,2018-09-09T00:00:00.000Z,2018-09-13T00:00:00.000Z,Emergency,HI,Hawaii                        ,Hurricane,2018-09-12T00:00:00.000Z,2023-10-12T00:00:00.000Z,2023-10-11T00:00:00.000Z,9,0,0,1,0,5aa4296a-7d77-430f-a513-b7a433f6d305,87732b7d7d5a424fad84c04f5edf0bff4e860f50,2023-10-12T11:21:25.048Z
3399,2018-08-22T00:00:00.000Z,HURRICANE LANE,2018-08-22T00:00:00.000Z,2018-08-29T00:00:00.000Z,Emergency,HI,Hawaii                        ,Hurricane,2018-08-23T00:00:00.000Z,2023-10-12T00:00:00.000Z,2023-10-11T00:00:00.000Z,9,0,0,1,0,959fd13c-d628-455d-8df4-5d839289afad,149440622f66c6197abfbc31417550236e54bcea,2023-10-12T11:21:25.048Z
4120,2013-06-13T00:00:00.000Z,SEVERE STORMS AND FLOODING,2013-05-22T00:00:00.000Z,2013-05-26T00:00:00.000Z,Major Disaster,VT,Vermont                       ,Flood,2013-06-13T00:00:00.000Z,2023-10-12T00:00:00.000Z,2023-10-12T00:00:00.000Z,1,0,0,1,1,1adc7fb0-a4e9-4b24-aa99-12795afd8db9,ba0031ea1e59d034353bb35988409811a8d3d0ed,2023-10-12T19:21:31.165Z
4724,2023-08-10T00:00:00.000Z,WILDFIRES AND HIGH WINDS,2023-08-08T00:00:00.000Z,2023-09-30T00:00:00.000Z,Major Disaster,HI,Hawaii                        ,Fire,2023-08-10T00:00:00.000Z,2023-10-13T00:00:00.000Z,,9,1,0,1,1,414e6e36-0509-4c7d-837d-96473bb028d6,1dbffe5cfd0b51ad3b248515ead16c21081fe080,2023-10-13T22:02:33.496Z
4288,2016-10-20T00:00:00.000Z,"SEVERE STORMS, FLOODING, AND MUDSLIDES",2016-09-21T00:00:00.000Z,2016-09-22T00:00:00.000Z,Major Disaster,WI,Wisconsin                     ,Flood,2016-10-20T00:00:00.000Z,2023-10-17T00:00:00.000Z,2023-10-16T00:00:00.000Z,5,0,0,1,1,eda795c7-596e-42a9-b49c-efeff21b609e,5192013fdd74fa3f4bbcfe6cfc740a2cb4d04f46,2023-10-17T11:21:29.500Z
4746,2023-10-18T00:00:00.000Z,TROPICAL STORM HILARY,2023-08-19T00:00:00.000Z,2023-08-21T00:00:00.000Z,Major Disaster,CA,California                    ,Tropical Storm,2023-10-19T00:00:00.000Z,2023-10-19T00:00:00.000Z,,9,0,0,1,1,89786b24-a951-4efb-af21-e56a17c7bacf,15844d42ae83f8f297b158dd653c1fdfc84dc007,2023-10-19T00:41:28.621Z
4728,2023-08-15T00:00:00.000Z,SEVERE STORMS AND FLOODING,2023-06-29T00:00:00.000Z,2023-07-02T00:00:00.000Z,Major Disaster,IL,Illinois                      ,Severe Storm,2023-08-15T00:00:00.000Z,2023-10-23T00:00:00.000Z,,5,1,0,1,1,e3106fdd-ea51-48c0-b7df-0f9799797cd5,09315f108d2ee259f3a8e3d2710d6e72826a0fd7,2023-10-23T21:02:38.667Z
4740,2023-09-14T00:00:00.000Z,SEVERE STORMS AND FLOODING,2023-07-09T00:00:00.000Z,2023-07-17T00:00:00.000Z,Major Disaster,NH,New Hampshire                 ,Flood,2023-09-15T00:00:00.000Z,2023-10-24T00:00:00.000Z,,1,0,0,1,1,d3ab5ca0-78f4-402e-8c31-faf0c66b887b,078c96fbdb59ce2021611fc6302af7a4a1fbbff3,2023-10-24T23:02:09.437Z
4673,2022-09-29T00:00:00.000Z,HURRICANE IAN,2022-09-23T00:00:00.000Z,2022-11-04T00:00:00.000Z,Major Disaster,FL,Florida                       ,Hurricane,2022-09-29T00:00:00.000Z,2023-10-25T00:00:00.000Z,,4,1,0,1,1,5d64e66d-9cfa-4953-a08f-32b1ea2ad88c,8f8a44b5b9e907c73d2474b2e143d88026cfe3af,2023-10-25T20:21:27.429Z
1968,2011-04-18T00:00:00.000Z,TSUNAMI WAVES,2011-03-11T00:00:00.000Z,2011-03-11T00:00:00.000Z,Major Disaster,CA,California                    ,Tsunami,2011-04-18T00:00:00.000Z,2023-10-26T00:00:00.000Z,2023-10-26T00:00:00.000Z,9,0,0,1,1,2822565c-cea7-4112-b622-e546b42e8404,9e4d73d5f4e67fca90d3cf1c500db2572e139ae9,2023-10-26T19:02:36.312Z
3601,2023-10-08T00:00:00.000Z,TROPICAL STORM BOLAVEN,2023-10-08T00:00:00.000Z,2023-10-16T00:00:00.000Z,Emergency,GU,Guam                          ,Tropical Storm,2023-10-09T00:00:00.000Z,2023-10-30T00:00:00.000Z,,9,0,0,1,0,0c689db0-bf2e-4f6f-88e8-add41c59a15e,fb23574e3c35e18b39a40fa1ca1808b133452dd5,2023-10-30T14:21:27.067Z
3602,2023-10-08T00:00:00.000Z,TROPICAL STORM BOLAVEN,2023-10-09T00:00:00.000Z,2023-10-16T00:00:00.000Z,Emergency,MP,Northern Mariana Islands      ,Tropical Storm,2023-10-09T00:00:00.000Z,2023-10-30T00:00:00.000Z,,9,0,0,1,0,d6d88c77-b3d3-4822-b348-9ba8471aa82d,7f0e3326f7d91e54963112561026c9aa4d256f32,2023-10-30T14:21:27.067Z
4730,2023-08-23T00:00:00.000Z,FLOODING,2023-05-12T00:00:00.000Z,2023-06-03T00:00:00.000Z,Major Disaster,AK,Alaska                        ,Flood,2023-08-23T00:00:00.000Z,2023-10-30T00:00:00.000Z,,10,1,0,1,1,aa960b9a-689c-4f06-9189-c9f32b2ff887,2621ed79b408a66d36c58d950edad8f00768023a,2023-10-30T20:21:25.610Z
4292,2016-12-02T00:00:00.000Z,SEVERE STORMS AND FLOODING,2016-10-20T00:00:00.000Z,2016-10-21T00:00:00.000Z,Major Disaster,PA,Pennsylvania                  ,Flood,2016-12-02T00:00:00.000Z,2023-10-31T00:00:00.000Z,2023-10-31T00:00:00.000Z,3,0,0,1,1,0e556888-3bb2-424d-8a86-56f9dadb6061,0c978071652c1d4449039548b89db15f75b1b0ec,2023-10-31T16:02:54.292Z
4731,2023-08-25T00:00:00.000Z,"SEVERE STORMS, FLOODING, AND TORNADOES",2023-06-08T00:00:00.000Z,2023-06-23T00:00:00.000Z,Major Disaster,CO,Colorado                      ,Flood,2023-08-25T00:00:00.000Z,2023-11-01T00:00:00.000Z,,8,0,0,1,1,fae1c895-2b9c-495d-93e8-3dd3f1ee5ae8,bcb5b56cefa909d42a3de1b289d013f9cc34bec0,2023-11-01T14:41:28.143Z
3485,2020-03-13T00:00:00.000Z,COVID-19,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,Emergency,NM,New Mexico                    ,Biological,2020-03-23T00:00:00.000Z,2023-11-08T00:00:00.000Z,2023-11-07T00:00:00.000Z,6,0,0,1,0,8914dec4-570c-4150-b663-a9d0a21b3d18,adceb31c35a245b8c6f03b428335b0e6b3372a8d,2023-11-08T13:41:30.162Z
3563,2021-08-21T00:00:00.000Z,HURRICANE HENRI,2021-08-20T00:00:00.000Z,2021-08-24T00:00:00.000Z,Emergency,RI,Rhode Island                  ,Hurricane,2021-08-21T00:00:00.000Z,2023-11-14T00:00:00.000Z,2023-11-06T00:00:00.000Z,1,0,0,1,0,1507271f-9ae3-4f86-aabd-a6ab0c137a8d,28afcfc9fc2ef58d84112c47268db208980ed1a4,2023-11-14T12:21:24.446Z
4748,2023-11-14T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",2023-06-25T00:00:00.000Z,2023-06-26T00:00:00.000Z,Major Disaster,AR,Arkansas                      ,Severe Storm,2023-11-14T00:00:00.000Z,2023-11-14T00:00:00.000Z,,6,0,0,1,1,753df9df-99cd-4bd0-91ac-300ff35a656a,39f30764ef1bb4bc23d7728eb3c6da0017993c2e,2023-11-14T18:41:23.531Z
5155,2016-10-04T00:00:00.000Z,BEULAH HILL FIRE ,2016-10-04T00:00:00.000Z,2016-10-07T00:00:00.000Z,Fire Management,CO,Colorado                      ,Fire,2016-10-05T00:00:00.000Z,2023-11-21T00:00:00.000Z,2023-11-21T00:00:00.000Z,8,0,0,1,1,436deee8-efdc-48a1-b64f-951325ce0e98,0b63a81f433cefa93039f30668ed963fbaa1956e,2023-11-21T15:41:27.090Z
1605,2005-08-29T00:00:00.000Z,HURRICANE KATRINA,2005-08-29T00:00:00.000Z,2005-09-26T00:00:00.000Z,Major Disaster,AL,Alabama                       ,Hurricane,2005-08-30T00:00:00.000Z,2023-11-21T00:00:00.000Z,2023-11-21T00:00:00.000Z,4,1,1,1,1,082c4472-97c4-407a-96ab-18e356c58a3d,781b1acbe987d9bfeafebe87279a1b5bc83bf577,2023-11-21T19:21:26.936Z
3412,2019-05-28T00:00:00.000Z,TORNADOES AND FLOODING,2019-05-09T00:00:00.000Z,2019-07-12T00:00:00.000Z,Emergency,KS,Kansas                        ,Severe Storm,2019-05-28T00:00:00.000Z,2023-11-28T00:00:00.000Z,2023-11-27T00:00:00.000Z,7,0,0,1,0,503c3d10-9f12-4004-9411-96d9c2635227,a250113be9c7400fc14fb7fa17f989c5268dbe36,2023-11-28T12:41:28.304Z
3548,2020-10-08T00:00:00.000Z,HURRICANE DELTA ,2020-10-07T00:00:00.000Z,2020-10-11T00:00:00.000Z,Emergency,MS,Mississippi                   ,Hurricane,2020-10-08T00:00:00.000Z,2023-11-28T00:00:00.000Z,2023-11-21T00:00:00.000Z,4,0,0,1,0,7ce95220-b7ed-4a44-adae-0714a2e07245,bf4b68f663f5ef533828f76e299c157eacda3052,2023-11-28T18:41:35.376Z
5441,2022-06-12T00:00:00.000Z,PIPELINE FIRE,2022-06-12T00:00:00.000Z,2022-06-24T00:00:00.000Z,Fire Management,AZ,Arizona                       ,Fire,2022-06-13T00:00:00.000Z,2023-11-28T00:00:00.000Z,,9,0,0,1,1,8d937e6f-da00-4bf3-b62d-8e74c0b63e82,6a3ff3f32d8e991069b4a932c286eed6891da059,2023-11-28T21:21:29.601Z
5435,2022-04-19T00:00:00.000Z,CROOKS FIRE,2022-04-18T00:00:00.000Z,2022-05-02T00:00:00.000Z,Fire Management,AZ,Arizona                       ,Fire,2022-04-20T00:00:00.000Z,2023-11-28T00:00:00.000Z,,9,0,0,1,1,3d39372c-5551-46fc-8e78-d0c3e04e64d0,7a618c04755dc4ad562c65f0ae62855be06ce5b7,2023-11-28T21:21:29.601Z
5434,2022-04-19T00:00:00.000Z, TUNNEL 2 FIRE,2022-04-19T00:00:00.000Z,2022-04-28T00:00:00.000Z,Fire Management,AZ,Arizona                       ,Fire,2022-04-20T00:00:00.000Z,2023-11-28T00:00:00.000Z,,9,0,0,1,1,783f1caf-f168-4272-988c-c087cf0003ac,f34e010326b7bccc681afe18fcacadd936aae864,2023-11-28T21:21:29.601Z
5387,2021-05-27T00:00:00.000Z,SPUR FIRE,2021-05-27T00:00:00.000Z,2021-05-29T00:00:00.000Z,Fire Management,AZ,Arizona                       ,Fire,2021-06-01T00:00:00.000Z,2023-11-28T00:00:00.000Z,,9,0,0,1,1,df49a307-fe09-44fa-8a7b-12617771f056,cd50a7990405555c33de578bb76c636fbf3cb31f,2023-11-28T21:21:29.601Z
5385,2021-04-08T00:00:00.000Z,MARGO FIRE,2021-04-08T00:00:00.000Z,2021-04-10T00:00:00.000Z,Fire Management,AZ,Arizona                       ,Fire,2021-04-12T00:00:00.000Z,2023-11-28T00:00:00.000Z,,9,0,0,1,1,59671f29-87e1-47a4-a74e-6332bd497040,43e8354c6a0906c8f8245cea014ea1dc808105b7,2023-11-28T21:21:29.601Z
4749,2023-11-20T00:00:00.000Z,SEVERE STORMS AND FLOODING,2023-09-17T00:00:00.000Z,2023-09-18T00:00:00.000Z,Major Disaster,IL,Illinois                      ,Flood,2023-11-20T00:00:00.000Z,2023-11-20T00:00:00.000Z,,5,1,0,0,1,e963947c-70e7-4207-96cb-95829cb06977,8bd1e70059a62bcdd68486c0cf6b5ca67930958c,2023-11-20T21:21:28.415Z
3524,2020-03-13T00:00:00.000Z,COVID-19,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,Emergency,IA,Iowa                          ,Biological,2020-05-18T00:00:00.000Z,2023-11-28T00:00:00.000Z,2023-11-28T00:00:00.000Z,7,0,0,1,0,0f36b0ae-9577-4b15-b1f8-16dccf8fba68,a1f55483d80eae39d4ef39c6a8ed7304e8e9ae3f,2023-11-28T15:21:22.343Z
4386,2018-08-20T00:00:00.000Z,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",2018-06-06T00:00:00.000Z,2018-07-02T00:00:00.000Z,Major Disaster,IA,Iowa                          ,Severe Storm,2018-08-20T00:00:00.000Z,2023-11-28T00:00:00.000Z,2023-11-28T00:00:00.000Z,7,0,0,1,1,d08ea79b-72c3-48ca-b897-07e5d61a26da,a9dde6ab5af4e522eaf2fe29aa27da4658778f43,2023-11-28T15:21:22.343Z
5389,2021-06-06T00:00:00.000Z,TELEGRAPH FIRE,2021-06-06T00:00:00.000Z,2021-06-24T00:00:00.000Z,Fire Management,AZ,Arizona                       ,Fire,2021-06-07T00:00:00.000Z,2023-11-28T00:00:00.000Z,2023-09-29T00:00:00.000Z,9,0,0,1,1,5d5d9e96-3183-4fca-92b8-720335d470f8,5b4f02e66c23b93e027e78091a8ddbe6af66340f,2023-11-28T21:41:23.239Z
5295,2019-10-24T00:00:00.000Z,KINCADE FIRE,2019-10-24T00:00:00.000Z,2019-11-07T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2019-10-25T00:00:00.000Z,2023-11-28T00:00:00.000Z,,9,0,0,1,1,25c40f43-cdf2-4aaa-a40d-12a613ff4788,1e06e122e4922ab3532c0ffdba93649c9183ff3e,2023-11-28T21:41:23.239Z
5294,2019-10-23T00:00:00.000Z,KAHANA RIDGE FIRE,2019-10-22T00:00:00.000Z,2019-10-24T00:00:00.000Z,Fire Management,HI,Hawaii                        ,Fire,2019-10-23T00:00:00.000Z,2023-11-28T00:00:00.000Z,,9,0,0,1,1,8ce90ba6-2a2e-42c6-9470-0d61c2308864,50e9a65486b39447f058a25648affc94815cc69e,2023-11-28T21:41:23.239Z
5293,2019-10-11T00:00:00.000Z,SADDLERIDGE FIRE,2019-10-10T00:00:00.000Z,2019-10-22T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2019-10-11T00:00:00.000Z,2023-11-28T00:00:00.000Z,,9,0,0,1,1,216c5d04-b1e6-4357-afbd-24339733a04c,df2ada0db7d56b1d3e6c2a0fa38cb56abd055306,2023-11-28T21:41:23.239Z
5333,2020-08-19T00:00:00.000Z,CARMEL FIRE,2020-08-18T00:00:00.000Z,2020-08-29T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2020-08-20T00:00:00.000Z,2023-11-30T00:00:00.000Z,,9,0,0,1,1,ee9ead7c-fa74-4bf7-8be7-b2f5bbef1cdf,613a90f50b690519a87ef5986965a73c9fef3e26,2023-11-30T16:41:31.268Z
5332,2020-08-18T00:00:00.000Z,JONES FIRE,2020-08-18T00:00:00.000Z,2020-08-27T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2020-08-18T00:00:00.000Z,2023-11-30T00:00:00.000Z,,9,0,0,1,1,a1560639-4874-498f-b88b-c98ec3826f13,dea51ae2ad95201774877350082255acdf90f9d2,2023-11-30T16:41:31.268Z
5329,2020-08-17T00:00:00.000Z,RIVER FIRE,2020-08-16T00:00:00.000Z,2020-08-29T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2020-08-18T00:00:00.000Z,2023-11-30T00:00:00.000Z,,9,0,0,1,1,95153b85-6233-4428-b460-27c900ee6530,2dfe29e4d2041714665a5d8a41d12e51ecc46d5b,2023-11-30T16:41:31.268Z
4750,2023-11-21T00:00:00.000Z,TROPICAL STORM HILARY,2023-08-19T00:00:00.000Z,2023-08-21T00:00:00.000Z,Major Disaster,CA,California                    ,Hurricane,2023-11-21T00:00:00.000Z,2023-11-22T00:00:00.000Z,,9,0,0,1,1,3d565104-a089-48d7-8d59-2442ec0b3ca9,2c405af6e27d31217b4e92dc0be0b1cfbafbc880,2023-11-22T00:21:27.567Z
5462,2023-04-09T00:00:00.000Z,WACONDA-BEAVER LAKE FIRE COMPLEX,2023-04-08T00:00:00.000Z,2023-04-11T00:00:00.000Z,Fire Management,NE,Nebraska                      ,Fire,2023-04-17T00:00:00.000Z,2023-11-28T00:00:00.000Z,,7,0,0,1,1,e6e9aad3-233c-49dd-9890-650a546f96a9,6a408eb7a171ede7dfa6aba41465b3d667d3110b,2023-11-28T15:41:24.684Z
5460,2023-03-31T00:00:00.000Z,"GAP ROAD FIRE, OKLAHOMA FMAG",2023-03-31T00:00:00.000Z,2023-04-06T00:00:00.000Z,Fire Management,OK,Oklahoma                      ,Fire,2023-04-03T00:00:00.000Z,2023-11-28T00:00:00.000Z,,6,0,0,1,1,13e52226-2676-495b-9fd5-58b3d9dd00a1,933ed957a5246c8eee8ce9a1d19f8746afecc32d,2023-11-28T15:41:24.684Z
5459,2023-03-31T00:00:00.000Z,"HEFNER FIRE, OKLAHOMA FMAG",2023-03-31T00:00:00.000Z,2023-04-03T00:00:00.000Z,Fire Management,OK,Oklahoma                      ,Fire,2023-04-03T00:00:00.000Z,2023-11-28T00:00:00.000Z,,6,0,0,1,1,ba7baa2c-165f-4f93-8c57-7242113382e4,49064b26f2414e284bbfbcdbdffc8950350b4c82,2023-11-28T15:41:24.684Z
5458,2023-03-31T00:00:00.000Z,"SIMPSON FIRE, OKLAHOMA FMAG ",2023-03-31T00:00:00.000Z,2023-04-06T00:00:00.000Z,Fire Management,OK,Oklahoma                      ,Fire,2023-04-03T00:00:00.000Z,2023-11-28T00:00:00.000Z,,6,0,0,1,1,658dd934-efad-40cb-9c03-a2b68bbcca46,9fcff3b2453863b727f62ba3842b3b61fc25f913,2023-11-28T15:41:24.684Z
5440,2022-05-18T00:00:00.000Z,MESQUITE HEAT FIRE,2022-05-18T00:00:00.000Z,2022-05-29T00:00:00.000Z,Fire Management,TX,Texas                         ,Fire,2022-05-19T00:00:00.000Z,2023-11-28T00:00:00.000Z,,6,0,0,1,1,53dc08e1-f31e-4cf7-9d10-f3bcf9137f22,5a1f62c27d10c8c29304e0012464eb2bf939c812,2023-11-28T15:41:24.684Z
5421,2021-12-15T00:00:00.000Z,COBB FIRE,2021-12-15T00:00:00.000Z,2021-12-22T00:00:00.000Z,Fire Management,OK,Oklahoma                      ,Fire,2021-12-17T00:00:00.000Z,2023-11-28T00:00:00.000Z,,6,0,0,1,1,31d82857-fe33-486a-b05e-6f79e4bc4bba,6c934d2d023c186bb5a5054c88a8222f7b01635f,2023-11-28T15:41:24.684Z
5288,2019-08-18T00:00:00.000Z,COPPER BREAKS FIRE,2019-08-16T00:00:00.000Z,2019-09-04T00:00:00.000Z,Fire Management,TX,Texas                         ,Fire,2019-08-21T00:00:00.000Z,2023-11-28T00:00:00.000Z,,6,0,0,1,1,584b6d70-e5b1-4463-a215-142508790091,dbc1c9762e398b6235bd8b27d6029c1291364bbc,2023-11-28T15:41:24.684Z
5303,2019-11-26T00:00:00.000Z,CAVE FIRE,2019-11-25T00:00:00.000Z,2019-11-28T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2019-11-27T00:00:00.000Z,2023-11-28T00:00:00.000Z,,9,0,0,1,1,34b66618-6b59-4b28-925d-eac10dd65a83,f57ba5377af189b2bf71624d311595df76d1431c,2023-11-28T22:02:08.448Z
5302,2019-11-01T00:00:00.000Z,MARIA FIRE,2019-11-01T00:00:00.000Z,2019-11-05T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2019-11-04T00:00:00.000Z,2023-11-28T00:00:00.000Z,,9,0,0,1,1,f2f44069-0443-4475-8aa1-525f847770eb,979bf5786e730396c28a4d0e74fb3966099eb25b,2023-11-28T22:02:08.448Z
5301,2019-10-31T00:00:00.000Z,HILLSIDE FIRE,2019-10-31T00:00:00.000Z,2019-11-02T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2019-11-01T00:00:00.000Z,2023-11-28T00:00:00.000Z,,9,0,0,1,1,e24c018e-6d9b-4f9e-a1c5-a05104a901f6,4c09c10b4de94fc57ac3c97c4cb1b0ed40cd6745,2023-11-28T22:02:08.448Z
5300,2019-10-31T00:00:00.000Z,46 FIRE,2019-10-31T00:00:00.000Z,2019-11-02T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2019-11-01T00:00:00.000Z,2023-11-28T00:00:00.000Z,,9,0,0,1,1,cd438c96-95b6-4964-93e2-9efea95092d4,4a719acc6a7ace6c661a7df7c5eab788b2b88f5b,2023-11-28T22:02:08.448Z
5299,2019-10-30T00:00:00.000Z,HILL FIRE,2019-10-30T00:00:00.000Z,2019-11-01T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2019-11-04T00:00:00.000Z,2023-11-28T00:00:00.000Z,,9,0,0,1,1,24cf0c9c-beb2-4a89-9d37-40e3d9d6a5b5,c4376621186d7a070f934764f83f45e3491bd9a8,2023-11-28T22:02:08.448Z
5298,2019-10-30T00:00:00.000Z,EASY FIRE,2019-10-30T00:00:00.000Z,2019-11-02T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2019-10-30T00:00:00.000Z,2023-11-28T00:00:00.000Z,,9,0,0,1,1,454a2d64-e4c8-43e6-8d3e-9003a49a9392,38b6980b227cd62826b19baebbc308bbd649b145,2023-11-28T22:02:08.448Z
5297,2019-10-28T00:00:00.000Z,GETTY FIRE,2019-10-28T00:00:00.000Z,2019-11-02T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2019-10-29T00:00:00.000Z,2023-11-28T00:00:00.000Z,,9,0,0,1,1,bc1b4833-cc46-4413-b202-8b6609f76951,59bc04ccc6e664b0769031f6ec06d1f846bc8433,2023-11-28T22:02:08.448Z
5296,2019-10-24T00:00:00.000Z,TICK FIRE,2019-10-24T00:00:00.000Z,2019-10-29T00:00:00.000Z,Fire Management,CA,California                    ,Fire,2019-10-25T00:00:00.000Z,2023-11-28T00:00:00.000Z,,9,0,0,1,1,c54e2772-f5c5-473d-916c-fce1f278e0f0,4732e179e199584329054e4bcabc032af9a08199,2023-11-28T22:02:08.448Z
5452,2022-09-05T00:00:00.000Z,ROSS FORK FIRE,2022-09-05T00:00:00.000Z,2022-09-16T00:00:00.000Z,Fire Management,ID,Idaho                         ,Fire,2022-09-09T00:00:00.000Z,2023-11-30T00:00:00.000Z,,10,0,0,1,1,7e7dfef7-f0d7-4073-bb77-3289ef83c3cc,82d45bb0df12107b36730383146d724b6654667f,2023-11-30T18:21:23.716Z
5449,2022-08-19T00:00:00.000Z,FOUR CORNERS FIRE,2022-08-18T00:00:00.000Z,2022-08-18T00:00:00.000Z,Fire Management,ID,Idaho                         ,Fire,2022-08-19T00:00:00.000Z,2023-11-30T00:00:00.000Z,,10,0,0,1,1,06f31b32-c15c-419e-893b-4caccc530088,b5003bd847826b20fff62e9f23c818e3026f498b,2023-11-30T18:21:23.716Z
3600,2023-09-27T00:00:00.000Z,SEAWATER INTRUSION ,2023-09-20T00:00:00.000Z,,Emergency,LA,Louisiana                     ,Other,2023-09-27T00:00:00.000Z,2023-11-30T00:00:00.000Z,,6,0,0,1,0,028eef6f-f18f-4893-b566-42eae4e1bcd6,357e71cc05107bf566c3188e55e81c970e6a31d6,2023-11-30T22:02:13.918Z
4216,2015-04-30T00:00:00.000Z,"SEVERE WINTER STORMS, SNOWSTORMS, FLOODING, LANDSLIDES, AND MUDSLIDES ",2015-02-15T00:00:00.000Z,2015-02-22T00:00:00.000Z,Major Disaster,KY,Kentucky                      ,Snowstorm,2015-04-30T00:00:00.000Z,2023-12-01T00:00:00.000Z,2023-11-21T00:00:00.000Z,4,0,0,1,1,43ad36e1-50aa-4594-a3ff-fc6cca7362d7,d268678c023948a3faf9f425185cf3602db75a4a,2023-12-01T21:21:39.659Z
5430,2022-04-11T00:00:00.000Z,BIG HOLE FIRE,2022-04-11T00:00:00.000Z,2022-07-23T00:00:00.000Z,Fire Management,NM,New Mexico                    ,Fire,2022-04-12T00:00:00.000Z,2023-12-07T00:00:00.000Z,,6,0,0,1,1,0872617a-39b4-4025-93ac-b5e773b2b9f2,8f05f277b2317b3d85f193aee39aa374cd2b0772,2023-12-07T15:41:25.051Z
3493,2020-03-13T00:00:00.000Z,COVID-19,2020-01-20T00:00:00.000Z,2023-05-11T00:00:00.000Z,Emergency,NE,Nebraska                      ,Biological,2020-03-26T00:00:00.000Z,2023-12-14T00:00:00.000Z,2023-12-14T00:00:00.000Z,7,0,0,1,0,b3048b2b-9fce-490e-ac51-823650927b3a,9d89df3b861447f4dc1ff851be606bfe6f1c0b09,2023-12-14T17:01:31.103Z
3582,2022-08-30T00:00:00.000Z,WATER CRISIS,2022-08-30T00:00:00.000Z,2022-11-28T00:00:00.000Z,Emergency,MS,Mississippi                   ,Other,2022-08-31T00:00:00.000Z,2023-12-19T00:00:00.000Z,,4,0,0,1,0,5c728f21-72d0-48fe-b4c0-a7d29571b370,8b84cfe61da924b224bc1168f5d359aa59820bfb,2023-12-19T14:21:27.113Z
4747,2023-10-26T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",2023-07-14T00:00:00.000Z,2023-07-21T00:00:00.000Z,Major Disaster,KS,Kansas                        ,Severe Storm,2023-10-26T00:00:00.000Z,2023-12-19T00:00:00.000Z,,7,0,0,1,1,e1e46445-48c6-490f-8999-e95f212796c1,40398e173625118387a10f5587b17994877d5c9b,2023-12-19T22:41:23.087Z
